Item_MRP,Item_Weight,Item_Outlet_Sales
120.9098,19.35,1687.1372
206.6296,7.405,3115.944
128.8968,15.25,2348.9424
263.591,NA,262.991
207.8954,8.895,3542.7218
215.2218,18.75,4701.8796
110.3228,20.1,1768.3648
35.7216,12.35,519.324
111.8544,16.85,1677.816
166.3526,18.25,164.4526
219.8114,17,1108.557
133.2284,NA,4350.3372
76.7328,14.3,1312.9576
35.019,17.6,659.142
37.9506,NA,910.8144
218.3482,20.25,2409.5302
145.1418,18,2648.5524
106.028,16.35,1065.28
53.764,14,798.96
145.2102,5.78,3062.0142
191.8478,21,774.9912
262.8936,13.65,4958.8784
173.1396,12.3,697.7584
196.9426,12.35,2768.3964
185.1924,11.8,2591.2936
127.3362,19.7,755.0172
50.9008,10.1,354.2056
120.544,NA,479.376
94.1436,17.85,1607.2412
74.6354,20.7,1053.2956
99.7016,8.89,1922.8304
153.4682,14.5,1677.1502
100.8016,9,1113.2176
77.5012,13.35,1518.024
92.3462,6.675,2406.2012
173.0422,10.3,2069.3064
173.7422,NA,3621.2862
207.0638,17.1,4969.5312
123.6046,14.15,1245.046
236.5564,10.8,5243.8408
51.3324,8.5,934.7832
39.2848,6.215,521.9872
253.0356,17.5,4578.0408
178.3028,20.7,1062.6168
103.399,8.975,2579.975
83.9592,20.5,165.1184
46.1402,13.65,459.402
167.5158,13.1,1504.0422
232.23,4.615,5126.66
172.8396,12.3,2616.594
37.519,NA,842.237
112.4886,19.2,1223.0746
152.1366,20.1,755.683
109.5254,11.5,1953.4572
143.0786,9.3,288.9572
176.5054,15.2,2976.7918
191.3846,12.65,2675.1844
84.1908,11.1,755.0172
102.7332,NA,410.1328
192.6478,NA,387.4956
131.231,19.2,3635.268
187.5872,19.75,1323.6104
112.686,6.135,2942.836
199.1742,12.5,4379.6324
193.9452,7.235,2936.178
53.3956,15.85,600.5516
260.5278,9.895,8851.1452
153.0024,20.75,2428.8384
239.9564,10.8,3813.7024
128.3336,8.76,2556.672
97.341,16.1,1255.033
172.908,7.1,2769.728
76.8644,19.35,1571.288
189.2214,16.7,188.4214
168.6448,9.5,1022.6688
197.8768,8.43,3744.4592
196.511,14.15,2749.754
239.1538,5.44,480.7076
242.6512,7.35,969.4048
129.131,NA,4933.578
151.3366,20.1,2720.4588
181.8976,12,4527.44
185.5608,21.25,3123.9336
98.0384,8.3,2857.6136
76.067,10.1,1454.773
123.5046,14.15,1992.0736
78.3644,9,1728.4168
163.6184,12.15,2311.6576
192.9504,NA,7478.2656
148.0734,NA,593.8936
45.5744,20,452.744
65.8142,6.71,856.8846
31.9558,NA,984.7182
228.372,7.365,2037.348
50.035,7.935,149.805
51.3982,12.6,473.3838
42.7454,17.6,293.6178
190.1872,19,5105.3544
175.3028,7.5,3010.7476
77.6012,13.35,986.7156
112.9176,8.6,458.0704
196.011,NA,589.233
140.6154,10.5,283.6308
213.3534,9,1935.4806
172.4396,4.61,1569.9564
146.2102,10.895,437.4306
112.7176,17.6,1717.764
188.224,11.65,1304.968
41.9796,19.1,784.3124
165.7184,17.2,1816.3024
206.8638,16.5,2070.638
128.0994,15.6,2184.4898
99.6016,9,1922.8304
44.0744,15,633.8416
94.3436,NA,2269.0464
52.4982,NA,1209.7586
119.3098,6.195,1205.098
197.311,20.2,3338.987
38.7506,20.7,227.7036
245.046,20.25,4680.574
117.7492,7.655,695.0952
193.982,NA,579.246
49.0692,5.92,1478.076
99.0042,18.75,694.4294
88.3856,9.395,703.0848
149.3708,13.35,4514.124
101.399,NA,206.398
196.211,19.2,589.233
226.172,19,3169.208
124.2046,14.15,2490.092
88.1514,20.85,1151.1682
186.0582,8.63,3900.9222
248.4776,16.7,6439.6176
104.5332,7.895,1845.5976
77.9986,7.72,934.7832
121.573,5.615,3202.498
224.9088,7.05,2684.5056
109.2228,14.35,221.0456
151.7682,8.52,2439.4912
44.0112,7.645,596.5568
149.5734,12.1,2227.101
192.4846,14.8,5159.2842
153.6024,20.75,1366.2216
238.6222,10.8,8604.7992
190.2872,18.35,378.1744
58.6562,13.5,711.0744
34.819,20.5,1061.951
78.6328,12.35,1004.0264
39.1138,8.895,609.207
110.8886,16.7,3558.0352
155.8972,16.2,2025.3636
118.115,7.26,1864.24
126.7678,6.65,1907.517
218.9166,13.35,5660.6316
99.8016,17.35,607.2096
39.6506,NA,1024.6662
187.424,5.46,3169.208
197.3452,18.25,2740.4328
47.7692,8.185,640.4996
122.2072,7.5,1960.1152
230.601,12.65,2067.309
77.2328,14.3,231.6984
128.002,17.85,253.004
130.5626,6.425,131.1626
153.4998,6.825,2153.1972
205.3638,NA,5383.6588
245.546,20.25,1724.422
243.0196,19.2,3615.294
166.8474,17.7,168.4474
175.437,9.695,2999.429
259.3278,NA,4165.2448
95.6436,7.75,1134.5232
159.6578,NA,2888.2404
179.866,19.75,2696.49
55.5298,5.325,53.9298
115.4518,NA,113.8518
152.3682,NA,2287.023
185.1924,NA,555.2772
66.6142,6.71,1120.5414
79.296,14.35,719.064
47.8034,15.2,437.4306
256.633,5.82,2050.664
61.9168,5.59,1214.4192
148.0418,18.5,2059.9852
133.1626,NA,3672.5528
153.5656,14,3089.312
165.021,7.605,815.605
61.1536,NA,61.2536
107.128,9.6,1278.336
103.8674,17.7,1528.011
43.377,15.7,129.831
55.093,13.65,1301.639
110.1254,14.6,1844.9318
220.1798,15.6,5068.7354
217.5482,20.25,1095.241
151.9998,8.02,307.5996
93.8462,18.35,1295.6468
118.8124,16.6,2607.2728
228.6668,10,3455.502
179.4318,16.1,2345.6134
196.2426,13,197.7426
126.5362,16.1,1761.7068
105.5622,19,1905.5196
163.5552,17.6,3086.6488
39.1822,6.32,1060.6194
153.1314,9.3,4653.942
175.0712,11.1,3339.6528
151.2682,NA,2439.4912
99.4384,6.15,1379.5376
223.9746,20.85,897.4984
141.4838,17.1,1404.838
86.3856,13.15,615.1992
95.7068,16.5,1069.2748
185.924,11.65,4101.328
160.292,13.15,4793.76
113.9518,19.35,1138.518
122.2098,19.35,2771.7254
101.4332,16.5,1948.1308
258.5278,21.35,5206.556
57.5246,16,173.7738
34.919,20.5,73.238
180.466,19.75,3415.554
179.1976,17.6,3803.0496
234.33,4.615,3961.51
154.1998,5.88,1384.1982
126.0704,11.8,1251.704
101.9016,17.35,1821.6288
196.9426,12.35,5141.3076
111.0228,NA,3205.1612
214.1534,9,1720.4272
263.291,6.235,3418.883
244.817,9.6,4374.306
156.163,16.75,782.315
141.3838,17.1,1685.8056
154.5998,6.825,153.7998
92.212,6.78,4101.328
181.9634,16,3453.5046
105.9938,15,1179.1318
251.3066,7.39,1004.0264
42.5454,17.6,419.454
239.6538,12.65,3845.6608
127.102,17.85,2024.032
150.4708,11.15,1956.1204
42.877,15.7,1168.479
56.4614,14.65,55.2614
55.0956,NA,2020.0372
160.4894,18.25,3073.9986
98.7042,20.7,1884.8798
53.3956,15.85,1364.89
145.7444,6.575,3193.1768
177.866,17.75,2336.958
185.2924,NA,370.1848
143.5786,NA,3756.4436
44.9428,NA,175.7712
181.2976,16.7,3078.6592
115.1808,10.85,2109.2544
113.7544,10,3243.7776
37.9532,13.65,71.9064
46.8718,19,189.0872
102.499,9.6,2579.975
124.1388,12,1486.0656
43.8086,5.925,312.2602
254.5014,13,4845.0266
58.5588,8.18,171.7764
96.541,12.8,1834.279
89.7488,19.2,2082.6224
159.4262,14.5,2705.1454
196.811,5.19,3731.809
61.0536,13.3,1592.5936
88.8514,19.6,2125.2336
248.275,17.75,998.7
119.1124,12.35,3673.8844
109.8228,14.35,2099.9332
63.2536,6.365,1225.072
143.9102,NA,3062.0142
184.7924,NA,4442.2176
238.6906,14.75,4278.4308
211.9928,12.15,631.1784
121.5098,6.59,602.549
255.6356,12.6,2797.6916
149.8734,NA,445.4202
83.9908,NA,2348.9424
47.7402,NA,1975.4286
59.2588,NA,1374.2112
92.7146,7.325,2006.7212
175.837,NA,352.874
130.531,15.1,908.817
164.121,NA,6035.477
172.9422,8.51,1379.5376
170.2106,NA,171.1106
257.2672,20.35,2045.3376
96.9094,17.85,1332.9316
258.4962,18.25,2848.9582
160.492,17.6,1278.336
106.428,10.895,1491.392
99.6726,11.85,195.7452
35.919,NA,585.904
88.6198,14.1,1133.8574
131.7284,15.15,1186.4556
91.612,17.25,93.212
237.059,17.6,2836.308
179.6976,14.6,3621.952
76.467,10.1,1761.041
119.2098,10.5,1325.6078
186.9556,12.6,3942.8676
153.6682,18.7,3506.7686
127.1678,5.985,3560.6984
221.4114,12.1,5099.3622
196.0426,13,2570.6538
181.695,19.2,2563.33
146.3102,5.78,2187.153
130.9968,7.17,2348.9424
88.1514,20.85,1682.4766
215.7218,18.75,4274.436
123.4072,7.5,3185.1872
230.5352,10.395,4580.704
223.5404,12.8,1800.3232
170.4422,11.65,517.3266
258.0646,20.2,5668.6212
103.0016,11.35,2125.2336
186.5924,8.71,555.2772
177.3028,8.31,1948.1308
188.8214,19,188.4214
121.7072,7.5,367.5216
84.6882,6.525,601.2174
122.0098,NA,361.5294
77.0354,NA,2332.2974
182.8608,6.985,4042.7376
192.2478,11.3,1356.2346
189.053,6.115,948.765
194.2452,9.5,782.9808
134.2942,15.7,1192.4478
143.2154,16,1701.7848
198.7768,13.1,3153.2288
39.0164,NA,1042.6428
90.6488,16.85,633.8416
107.628,NA,213.056
157.563,14.85,312.926
197.211,18.2,3142.576
119.1756,11,1696.4584
64.9168,21.1,639.168
110.7912,15.2,109.1912
37.7506,NA,796.9626
213.256,9.06,4687.232
191.253,11.5,3036.048
66.8142,11.15,2372.9112
57.2562,13.5,770.3306
221.8456,15.1,663.1368
98.2384,8.3,2167.8448
196.411,14.15,2749.754
107.3912,NA,3057.3536
190.1188,8.365,1904.188
53.0666,11.85,512.666
42.277,19.6,605.878
189.6214,19,2826.321
212.9218,18.25,3846.9924
63.5194,19.85,557.2746
251.704,12.85,3542.056
106.76220000000001,NA,2964.1416
163.7526,19.6,2960.1468
60.5536,15.7,490.0288
151.3708,13.3,3611.2992
59.022,10.395,1378.206
143.7154,10.5,3119.9388
224.8088,19.35,2013.3792
198.9084,14.1,4761.8016
188.753,8.6,7590.12
166.4842,17.1,1326.2736
32.8558,NA,713.0718
38.9822,20.5,982.055
134.4942,15.1,2119.9072
176.937,6.69,4234.488
121.044,NA,2396.88
250.7408,7.905,5757.8384
118.5124,18,1303.6364
50.835,7.84,599.22
144.676,15.15,3954.852
175.8054,15.2,1050.6324
197.2768,19.85,6503.5344
231.601,NA,5972.226
91.3146,7.325,1641.8628
148.4392,5.88,2087.9488
174.7712,10.695,3339.6528
106.0938,NA,2787.0388
179.5976,20.25,2535.3664
257.0646,8.05,8760.5964
112.186,11.65,1018.674
222.6088,19.35,1789.6704
115.8834,7.235,1382.2008
209.9928,12.15,5259.82
94.1436,8.615,1512.6976
105.0306,6.765,2090.612
87.254,10.3,1211.756
89.4856,13.15,1230.3984
109.5228,8.84,1657.842
122.573,8.26,739.038
108.9228,20.1,1105.228
185.1898,9.695,2619.2572
194.6136,18.85,2721.7904
140.9154,18.25,6381.693
44.4744,NA,769.6648
101.7674,5.32,1120.5414
157.3972,8.115,1869.5664
139.8496,15.1,1411.496
215.9192,8.42,1941.4728
216.2534,9,4301.068
57.3588,8.18,343.5528
191.4188,NA,3998.7948
36.719,15.35,585.904
177.0344,20.6,535.3032
124.4388,9.3,1609.9044
42.877,19.6,649.155
247.8118,11.3,2223.1062
124.8704,NA,2127.8968
215.5218,15.3,4060.7142
184.495,8.235,3844.995
228.5352,15.2,1832.2816
110.9912,NA,1310.2944
37.019,9,659.142
150.9024,9,4402.2696
190.8504,15.35,3643.2576
35.0558,NA,33.9558
193.382,20.1,4247.804
87.854,10.3,259.662
118.7124,12.35,2607.2728
152.5682,8.88,1372.2138
176.437,15.85,529.311
140.1496,14.1,846.8976
148.6418,20.25,2648.5524
93.612,16.5,1584.604
156.7946,13.6,3629.2758
42.9112,NA,809.6128
119.5466,20.35,117.8466
145.076,7.275,1611.236
109.2912,19.7,2402.2064
109.1886,NA,4225.1668
47.106,NA,139.818
196.811,14.15,4517.453
130.8626,19,1573.9512
234.5616,NA,6796.4864
37.119,20.5,842.237
89.9146,6.96,1277.0044
62.5168,15.35,447.4176
114.586,17.1,1584.604
142.2838,10.195,1685.8056
82.9908,NA,503.3448
162.8552,5.78,3574.0144
108.2596,6.385,1186.4556
184.9924,NA,3146.5708
248.5092,9.3,6474.2392
188.024,13.65,745.696
59.0246,9.195,1853.5872
141.747,9.17,3006.087
53.2982,12.6,736.3748
188.7214,14.85,3956.8494
120.5098,19.35,1807.647
52.2324,18.7,467.3916
187.624,5.46,3542.056
120.9414,8.785,1949.4624
210.8612,12.6,3344.9792
127.3336,8.76,2684.5056
58.7562,12.3,592.562
103.1964,19.6,736.3748
105.5622,NA,211.7244
76.2354,8.155,1279.0018
223.8404,NA,7201.2928
171.2422,7.97,3103.9596
167.6132,18.85,1522.0188
191.5846,11.1,2101.9306
164.6184,9.6,2972.1312
148.105,9.27,149.805
61.2194,13.35,433.4358
260.8962,11.3,4920.9278
107.6622,19,1164.4842
35.6874,12.3,846.8976
118.3808,6.425,2812.3392
84.954,11.5,865.54
195.911,5.19,2946.165
163.5184,12.15,3137.2496
86.6198,15.25,1657.1762
221.6772,11.8,3113.2808
253.4724,15.7,1510.0344
103.5674,16.75,1629.8784
42.2138,10.8,690.4346
220.3772,11.8,4447.544
166.1842,NA,5470.8786
168.7158,7.81,2673.8528
177.2712,11.1,3339.6528
38.3164,12.85,502.0132
216.7508,10.5,3038.7112
161.0236,6.135,1288.9888
216.9166,NA,4354.332
125.173,NA,3202.498
249.6092,9.3,5976.2208
54.6614,16.6,884.1824
142.947,8.51,3006.087
95.441,8.645,3282.394
128.831,8.6,1038.648
196.4768,NA,6306.4576
158.4604,14.5,2693.8268
149.5734,6.65,2524.0478
225.9036,20.1,3643.2576
179.266,15.25,1438.128
182.3292,17.7,4195.8716
97.3068,7.075,1263.6884
129.3652,11.5,2066.6432
254.533,5.82,1281.665
155.1656,8.785,4016.1056
129.1626,5.465,3672.5528
140.9154,NA,2127.231
52.564,NA,2290.352
252.2724,15.7,1258.362
251.9066,7.39,4267.1122
102.9332,NA,102.5332
48.6034,6.8,291.6204
80.2302,NA,2139.2154
120.2124,11.5,1540.6612
45.606,17.6,1724.422
34.9558,7.75,645.1602
148.6076,NA,3990.8052
161.8236,18.6,1611.236
86.0882,5.73,1116.5466
149.0708,12.15,1203.7664
174.637,5.44,2999.429
165.021,17.7,3425.541
240.6196,NA,4579.3724
180.666,12.1,4134.618
145.6418,8.355,3384.2614
151.1366,6.26,453.4098
101.37,15.75,2097.27
221.5456,5.905,6852.4136
210.3902,16,1486.7314
148.9418,20.25,3531.4032
83.4224,5.175,1448.7808
77.2644,9,1335.5948
168.2132,15.6,2367.5848
107.76220000000001,5.175,2011.3818
175.4028,NA,6729.9064
83.3566,18.7,1860.2452
182.6976,17.6,3440.8544
43.5086,18.2,1070.6064
179.5686,13.15,1422.1488
130.231,8.6,129.831
168.6448,NA,3408.896
262.1594,20.35,3139.9128
140.6812,7.39,3704.5112
88.7514,19.6,2656.542
95.441,16.25,193.082
86.5198,6.28,1395.5168
226.072,9.395,3621.952
79.1986,7.72,778.986
106.4938,12.65,2465.4574
175.1738,NA,347.5476
88.7856,16.75,966.7416
102.3332,15.5,922.7988
153.3682,8.88,1219.7456
126.3046,18.25,747.0276
52.9298,8.935,539.298
210.7902,16,4460.1942
55.093,19.7,1018.674
93.9778,20.6,2816.334
32.4558,19.25,101.8674
198.311,14.15,2553.343
58.2588,6.63,343.5528
39.6138,11.8,365.5242
85.9566,NA,169.1132
155.563,12.85,4224.501
239.8222,11.6,4063.3774
97.0726,NA,293.6178
161.0552,12.15,3411.5592
128.2994,4.635,2698.4874
48.5718,19.6,425.4462
95.0752,20.2,2588.6304
185.2266,NA,5901.6512
44.6112,9.395,511.3344
232.8616,11.395,2812.3392
158.792,19.5,2556.672
184.4266,18.35,3504.1054
173.4764,5.365,171.7764
180.4344,11.8,535.3032
247.5118,11.3,2470.118
104.0964,19.6,525.982
182.0634,14,4544.085
84.3592,19.7,743.0328
220.0798,12.5,4848.3556
191.253,12.3,2656.542
165.2158,7.435,2840.9686
146.9076,6.48,2956.152
154.6314,17.6,1861.5768
188.453,8.155,4364.319
253.4356,16.1,2797.6916
199.0768,15.5,2759.0752
109.3228,NA,2431.5016
121.0098,4.785,2530.7058
197.1084,14.6,4761.8016
95.4436,6.445,1229.0668
55.0298,4.88,647.1576
88.5198,8.1,261.6594
97.9042,8.395,1686.4714
250.175,10,2996.1
143.8128,NA,4458.1968
77.1328,12.35,2239.7512
192.4478,11.3,2712.4692
119.6124,NA,592.562
85.754,19.5,2163.85
110.3912,19.7,3275.736
32.6558,7.75,679.116
88.483,15.1,988.713
111.5228,NA,1768.3648
116.6124,11.1,1540.6612
142.0128,7.075,2588.6304
108.4596,7.97,3020.0688
151.0708,12.15,2858.9452
200.4084,14.1,3968.168
56.2246,NA,1737.738
175.8712,11.1,175.7712
111.686,NA,452.744
186.5582,7.42,185.7582
52.1324,16.35,934.7832
146.8418,19.1,1765.7016
143.8102,NA,291.6204
102.899,5.19,1651.184
200.2084,11.8,4563.3932
87.9856,11.35,1494.0552
109.6912,15.2,1419.4856
128.8652,11.5,1291.652
240.8538,20.25,7931.6754
196.5084,10.1,595.2252
120.1782,13.1,2026.0294
259.5278,12,2603.278
106.5622,19,2117.244
83.8592,19.7,247.6776
256.133,NA,256.333
120.9414,18.6,2680.5108
129.0652,11.5,3487.4604
187.9556,16.75,2816.334
254.433,18.85,2050.664
161.5236,6.135,1288.9888
184.4266,20.7,3688.532
165.4526,17.6,1644.526
228.3668,16,5298.4364
176.837,8.92,2117.244
108.8912,17.75,327.5736
78.167,15.6,1837.608
232.9958,NA,934.7832
154.6656,17.75,308.9312
85.5882,5.73,171.7764
188.1898,5.73,1496.7184
106.7964,9.3,525.982
187.6898,20.2,3928.8858
55.7298,NA,161.7894
119.244,12.15,2636.568
260.4278,21.35,3644.5892
175.5028,20.2,6729.9064
193.982,6.57,2316.984
166.9184,19.35,3302.368
143.2154,8.6,2127.231
142.247,8.51,2862.94
141.5838,NA,3231.1274
237.1906,7.5,237.6906
86.0224,14.3,1022.6688
45.506,15,466.06
75.7328,14.3,617.8624
112.486,10.195,113.186
154.9998,6.825,3075.996
231.401,12.65,2067.309
164.0526,11.15,4769.1254
42.4138,19.1,243.6828
131.4284,18.85,263.6568
45.5718,19.6,945.436
217.3166,15.1,1306.2996
51.6008,NA,1821.6288
175.5712,6.425,1230.3984
209.627,8.88,1887.543
73.738,12.3,1318.284
46.406,12.85,186.424
197.9742,11.35,995.371
40.9138,NA,1380.8692
228.372,19,905.488
115.5808,10.195,1874.8928
238.088,8.27,6231.888
124.1072,14.85,1837.608
98.241,NA,289.623
117.2124,18,2133.2232
172.108,7.1,2250.404
94.0462,8.355,1480.7392
84.6908,9.8,503.3448
60.0904,18.2,1113.2176
229.7984,NA,6024.1584
161.9552,14.65,4711.2008
154.4682,NA,152.4682
224.0404,9.695,5851.0504
106.6938,NA,2251.0698
233.83,13.85,2796.36
35.7558,7.75,611.2044
178.5344,11.8,3390.2536
247.146,12.3,492.692
88.9856,16,1669.8264
131.3942,11.5,927.4594
151.8366,NA,6196.6006
56.3588,7.36,744.3644
91.212,7.64,466.06
158.1262,17.75,4137.2812
34.8216,17.75,207.7296
100.5384,7.27,2463.46
33.2216,7.67,138.4864
157.663,20.2,1095.241
143.1496,16,2258.3936
111.1228,9.5,663.1368
233.8958,19.1,2103.2622
219.8456,15,4863.0032
262.691,7.035,6048.793
117.2466,19.75,2239.0854
145.276,NA,5273.136
196.4794,NA,5852.382
102.5674,11.8,1629.8784
126.2704,NA,250.3408
178.5318,NA,180.4318
40.3138,19.1,527.9794
156.7946,13.6,2840.3028
99.5358,5.34,1407.5012
197.111,18.2,589.233
38.6506,12.15,796.9626
109.8228,14.35,1657.842
99.2016,17.35,1518.024
156.8972,10.695,467.3916
62.351,7.22,885.514
209.2586,19.1,3165.879
124.673,8.26,1847.595
163.2868,NA,491.3604
164.2526,14,1808.9786
251.8408,6.615,4506.1344
82.9276,14.15,1705.7796
221.1772,11.8,3113.2808
125.7362,NA,3020.0688
112.6886,19.2,1779.0176
58.1562,18.85,1185.124
265.1884,17,6359.7216
102.899,12.5,2167.179
98.141,NA,1737.738
189.753,8.6,2846.295
192.9846,9.3,6114.7072
98.4384,7.27,1576.6144
34.9558,11.8,373.5138
198.5426,16.35,1384.1982
156.3946,NA,473.3838
194.4452,NA,4697.8848
43.7086,20,892.172
169.379,5.82,2376.906
208.3954,18.75,2709.1402
77.896,9.5,1997.4
43.5454,NA,755.0172
171.6106,10.5,2566.659
72.9696,20.5,596.5568
92.5804,12.3,2297.01
180.3318,13.1,2886.9088
47.2034,11.395,340.2238
56.4614,8.93,828.921
195.111,18.2,3731.809
55.993,19.7,905.488
140.0496,14.1,1411.496
35.4216,7.67,173.108
78.896,NA,399.48
195.111,14.15,982.055
239.6222,11.6,2390.222
257.633,18.85,5382.993
169.2132,15.6,2536.698
109.0596,6.385,1941.4728
97.141,16.1,1448.115
178.137,9,1058.622
51.3008,NA,759.012
174.0396,6.635,2093.2752
199.6084,NA,7142.7024
151.1024,20.75,2428.8384
166.15,6.63,3828.35
217.4192,8.42,431.4384
125.6388,5.15,1733.7432
48.4692,NA,1034.6532
100.7042,NA,3174.5344
243.1512,15.1,4604.6728
149.7734,15.35,2820.9946
194.911,NA,196.411
196.5768,12.85,5715.2272
141.2154,NA,3119.9388
156.4656,7.475,2471.4496
238.188,8.27,3835.008
254.0382,12.85,1261.691
191.3188,8.365,2285.0256
101.77,8.985,798.96
87.0514,19.6,2125.2336
253.7356,16.1,508.6712
151.634,20.2,1990.742
170.9422,10.3,3103.9596
191.4504,10.8,575.2512
40.9822,16.75,157.1288
194.711,NA,196.411
38.419,18.2,805.618
86.8856,9.395,2548.6824
99.7042,NA,3868.9638
58.0246,NA,2143.2102
233.1642,NA,697.0926
185.224,5.46,2423.512
159.2578,12.65,2406.867
101.3332,16.5,1537.998
73.6038,17.35,739.038
101.399,5.88,2063.98
74.767,12.1,1454.773
42.7086,7.93,356.8688
196.8768,8.43,3350.3056
39.548,NA,1358.232
197.111,14.15,3731.809
197.0084,NA,3372.9428
257.7304,NA,774.9912
131.3942,15.1,397.4826
257.2672,17.75,3068.0064
171.6422,12.85,3276.4018
143.9128,10.5,143.8128
44.1428,NA,1362.2268
60.5536,NA,2143.876
112.2518,12.35,1366.2216
51.335,7.84,1198.44
78.396,6.76,1757.712
236.8564,9.895,4767.128
146.6444,8.315,870.8664
103.699,17.5,1031.99
223.0404,11.6,2025.3636
173.2054,7.285,4902.9512
75.0696,20.6,149.1392
255.7356,16.1,2543.356
40.948,11,479.376
180.6292,17.7,3101.2964
90.883,17.35,1707.777
40.9822,NA,864.2084
194.711,18.2,4910.275
155.2288,7.825,1257.0304
48.5034,19.35,243.017
210.3954,8.895,5001.4896
217.4192,7.475,4314.384
121.3098,10.5,843.5686
115.9834,12.3,2073.3012
155.0998,6.035,1230.3984
107.1622,20.75,1693.7952
41.048,13.85,639.168
263.9568,15.5,4745.8224
171.0106,11.6,3079.9908
258.7278,NA,5466.8838
121.1098,6.635,2651.2156
208.9928,6.785,2103.928
156.4972,16.2,1090.5804
176.4344,5.94,2141.2128
236.3564,13.35,2145.2076
208.527,6.3,419.454
84.4566,17.1,591.8962
146.5418,8.355,2501.4106
142.0154,18.25,850.8924
74.767,NA,2679.845
149.8708,NA,3611.2992
81.9934,NA,3439.5228
51.0324,12.65,727.0536
219.5482,NA,5695.2532
208.2638,16.5,4762.4674
87.2514,20.85,265.6542
213.756,6.155,852.224
57.393,7.565,735.709
61.4878,8.905,1151.1682
105.8622,9.195,2223.1062
101.299,16.2,1857.582
223.8404,NA,675.1212
155.1314,NA,155.1314
59.1562,12.3,1185.124
111.986,6.135,1697.79
95.2068,17.25,2721.7904
257.2962,11.3,4920.9278
88.6856,NA,351.5424
96.6094,17.85,856.8846
142.0812,14.85,284.9624
95.212,16.5,838.908
162.5526,17.25,5920.2936
73.0038,10.695,147.8076
46.6744,NA,135.8232
57.5562,12.3,651.8182
264.791,6.235,2103.928
187.9872,12.15,2458.1336
211.8218,7.47,6411.654
74.7354,8.155,1655.1788
121.973,8.895,2956.152
107.6596,7.97,1833.6132
74.0696,16.2,894.8352
160.3604,14.5,2852.2872
36.3874,NA,105.8622
131.7942,15.7,1987.413
119.9124,13.3,118.5124
212.6218,6.865,2137.218
86.0198,8.21,1569.9564
177.6028,20.7,531.3084
169.3106,11.6,2224.4378
149.0076,NA,295.6152
191.7846,12.65,382.1692
54.8298,NA,1348.245
256.1356,12.6,4578.0408
148.8708,13.35,3761.77
174.4396,4.61,2616.594
263.7884,13.8,3709.8376
34.3216,NA,34.6216
140.7812,14,142.4812
144.847,9.17,572.588
98.9068,16.5,1749.7224
180.9292,16.7,2736.438
39.2796,NA,701.7532
82.5934,6.98,1310.2944
149.3708,12.15,1203.7664
140.1496,19.25,1552.6456
251.904,NA,4301.068
194.6136,9.3,3110.6176
101.4358,11,1608.5728
131.4626,6.67,1705.1138
92.9462,6.675,1018.0082
147.0076,6.48,3103.9596
53.3956,14.1,982.7208
216.7508,15.35,1736.4064
108.2912,7.05,2293.0152
176.9712,11.1,3691.1952
96.4436,6.445,378.1744
235.9906,7.5,6893.0274
91.612,17.25,279.636
233.3616,20.35,6093.4016
93.5778,NA,187.7556
111.986,4.59,792.302
172.9764,12.6,2233.0932
55.3614,5.98,497.3526
214.4218,7.47,4274.436
177.8028,20.7,1239.7196
65.6826,6.17,774.9912
182.4608,11.35,7534.1928
86.054,19.5,2336.958
36.6506,15.75,607.2096
111.5544,15.6,223.7088
254.804,8.395,7843.124
99.5042,8.395,1686.4714
184.595,19.2,3844.995
232.3326,8.06,2541.3586
190.8162,16.75,2886.243
254.1014,13,3315.0182
245.2118,11.3,5681.2714
141.7154,NA,2694.4926
175.037,21.2,529.311
175.8028,20.2,3896.2616
157.5972,8.02,3427.5384
263.991,NA,9467.676
126.2046,18.25,1618.5598
108.7912,7.05,109.1912
99.7726,5.51,978.726
42.577,15.7,952.094
166.1158,9.6,501.3474
33.6874,5.175,70.5748
125.7704,15.6,250.3408
122.6046,7.81,2365.5874
120.5072,NA,2695.1584
86.4198,19.7,87.2198
39.6164,15.85,1004.0264
156.2314,NA,2947.4966
148.8076,7.3,3103.9596
97.3384,6.15,886.8456
98.17,6.44,199.74
227.801,NA,459.402
83.1934,15.5,1146.5076
96.6752,15.2,479.376
109.057,14.8,2746.425
188.1872,18.35,4159.9184
35.919,9,1171.808
152.6682,17.85,1829.6184
180.566,17.75,3415.554
199.4426,6.615,3361.6242
111.3228,20.1,663.1368
83.3566,9.195,1437.4622
155.134,20.2,2603.278
106.2306,NA,2090.612
113.3834,8.26,2073.3012
190.9162,NA,5772.486
182.995,7.52,3844.995
142.147,17,2147.205
105.6964,19.6,1577.946
141.8838,5.095,1966.7732
141.247,17,3292.381
141.147,15.35,2719.793
229.0352,8.42,5496.8448
184.9608,6.985,3858.9768
208.127,6.3,2306.997
142.3812,14.85,1139.8496
109.557,12.35,1757.712
33.9874,12.3,564.5984
88.583,10.5,808.947
197.2768,15.35,3941.536
129.9284,18.5,1845.5976
168.2474,11.6,2863.6058
83.6224,14.3,852.224
153.5682,8.52,457.4046
37.819,18.2,256.333
155.663,18.25,2034.019
108.428,12.1,1278.336
75.1012,13.35,1366.2216
183.2608,19.5,2940.1728
45.506,NA,885.514
232.6984,14.35,2316.984
192.4478,NA,8912.3988
218.3482,11.1,2847.6266
214.4192,8.42,1725.7536
107.1964,NA,420.7856
